name,description
דניאל גבריאל פרנהייט,דניאל גבריאל פרנהייט (24 במאי 1686-1616 1736 ספטמבר) היה פיזיקאי גרמני 
דניאל גיליז,דניאל גיליז (נולד ב 14 מארס 1976) הוא שחקן ניו זילנד 
דניאל Giménez הרננדז,דניאל ' דני ' Giménez הרננדז הוא כדורגלן ספרדי שמשחק עבור Rayo Vallecanoכשוער .
דניאל Girardi,דניאל Girardi (נולד 29 אפריל 1984 ) הואdefenseman הוקי קרח קנדי שמשחק כעתלניו יורק ריינג'רס של NHL .
דניאל גונזלס אניטז,דניאל \הדני\ גונזלס באניטז הוא כדורגלן מקצועי ספרדי שמשחקלגרנדה CF בהשאלה מאודינזה Calcio 
דניאל הארווי היל,דניאל הארווי היל (12 ביולי 1821 - 24 ספטמבר 1889 ) היו כללי הקונפדרציה בתקופת מלחמת האזרחים האמריקניתוחוקר דרום . 
דניאל הנדלר,דניאל הנדלר ( נולד ב -3 בינואר 1976) הוא סרט אורוגוואי 
דניאל ל Fapp,דניאל ל Fapp ( 21 אפריל 1904 - 19 ביולי 1986) היהצלם אמריקאי
דניאל Lipšic,JUDr . 
דניאל מ תני,דניאל מ תני (נולד ב 1 פבואר 1961 ) הואמהנדס אמריקאיואסטרונאוט של נאס\א. 
דניאל נבארו,דניאל נבארו גרסיה (נולד 18 יולי 1983בגיחון ) הוארוכב אופני כביש מקצועי ספרדי לUCI המקצועי קונטיננטל צוות Cofidis . 
דניאל אוס,דניאל אוס (נולד 13 ינואר 1987בטרנטו ) הוארוכב אופני כביש מקצועי איטלקי שכיום הוא מירוץ עם אמריקן BMC Racing Team 
דניאל פטריק מויניהן,דניאל פטריק מויניהאן ( 16 מרס 1927 - 26 המארס 2003) היהפוליטיקאיוסוציולוג אמריקאי. 
דניאל Quillen,דניאל גריי \ דן \ Quillen ( 22 יוני 1940 - 30 אפריל 2011) הייתהמתמטיקאי אמריקאי. 
דניאל ריכטר,דניאל ריכטר הואאמן גרמני שבסיסה בברלין ובהמבורג.
דניאל רובאק,דניאל ג'יימס רובק (נולד ב 4 מרס 1963 ) הואשחקן קולנוע טלוויזיה אמריקאי
דניאל רוסי ( כדורגלן ),דניאל רוסי סילבה (נולד ב -4 בינואר 1981 בריו קלארו 
דניאל שולץ,יז'י ( גיאורג ) דניאל שולץ ידוע גם כדניאל שולץהצעיר ( 1615-1683 ) היה צייר מפורסם שלתקופת הבארוק 
דניאל Schwaab,דניאל Schwaab (נולד 23 אוגוסט 1988בWaldkirch ) הוא כדורגלן גרמני שמשחקכמגן ימני על באייר לברקוזן .
דניאל מגל,דניאל אדגר המגל ( 20 אוקטובר 1819 - 3 מאי 
דניאל Stendel,דניאל Stendel הוא מאמן כדורגל גרמניושחקן לשעבר. 
דניאל Tarczal,דניאל Tarczal (נולד 22 מרס 1985 ) הוא שחקן כדורגלן צ'כי מקצועי.
דניאל Vasella,דניאל לוציוס Vasella 
דניאל וובסטר, 
דניאל ווילארד,דניאל ווילארד היה מנהל בכיר ברכבת הידועה בעיקרכנשיא שלבולטימורואוהיו הרכבת ( B
דניאל במרומיו, 
דניאלה Peštová,דניאלה Peštová ( 14 באוקטובר נולד
דניאלה Bonera,דניאלה Bonera 
דניאלה מונה,דניאלה מונה (נולד דניאלה מונה Zuvic ; 1 מרס 1989 ) היא שחקנית אמריקנית 
דניאל Darrieux,דניאל איבון מארי אנטואנט Darrieux (נולד ב 1 מאי 1917 ) הוא שחקנית צרפתיתוהזמר
דניאל דה Niese,דניאל דה Niese (נולד ב 11 אפריל 1979) הואזמרת סופרן ממוצא אוסטרלית אמריקנית לירי 
דני ג'ייקובס (שחקן),דניאל \ דני\ ג'ייקובס (נולד ב 7 יולי 1968 ) הוא שחקן אמריקאי 
דני קאס,דניאל \ דני\ קאס (נולד 21 ספטמבר 1982 ) הואsnowboarder המקצועית אמריקנית . 
דני לי (שחקן),דני לי סאו - Yin הוא שחקן הונג קונג 
דני ליון, 
דני פינו,דניאל גונזלו \דני \ פינו נקרא על שם סבופדרו גונזלו דה ארמס (נולד 15 אפריל 1974 ) הוא שחקן אמריקאי . 
דני דרך,דניאל דרך (נולד 15 אפריל 1974 ) היאסקייטבורד אמריקאי מקצועיוהבעלים של חברהשזכה במגזין של Thrasher \ סקטים של השנה\ בפרס פעמיים.
דני בון,דני בון ( דניאל Hamidou נולד ; 26 יוני 1966 ) הוא קומיקאי צרפתי שפעל גם על הבמהוהמסך. 
דני רובין,דני רובין ( רובין נולד דניאל
דפנה Zuniga,דפנה אורידיקה Zuniga (אוקטובר נולד 28
דריו רודריגז,אוקטביו Darío רודריגז Peña (נולד 17 ספטמבר 1974 במונטווידאו ) הוא כדורגלן אורוגוואישמשחק כיוםכמרכז חזור / שמאלה חזרולPeñarol . 
דריה Strokous,דריה Strokous (נולד 25 ספטמבר 1990 ) הוא דוגמנית
דרין ( הזמר),דרין Zanyar (נולד ב 2 יוני 1987 
דריו Simić,דריו Simić (נולד 12 נובמבר 1975בזאגרב ) הואשחקן כדורגל קרואטי בגמלאות. 
דריו Franchitti,George Marino Franchitti Dario (nascido em 19 de maio de 1973 ) é um piloto de corridas escocês. 
דריוס Vassell,דריוס קלארק Vassell (נולד 13 יוני 1980 ) הואכדורגלן אנגלי שמשחק כחלוץ . 
דריוש וולסקי,דריוש האדם וולסקי (נולד 1956) הואסרט פולני וצלם וידאו ומוסיקה . 
דרלינגטון Omodiagbe,דרלינגטון Omodiagbe (נולד ב 2 יולי 1978בWarri ) הואקשר ניגרי ששיחק כדורגל כעת לSV ואקר Burghausen . 
דריל זאנוק פ,דריל זאנוק פרנסיס (5 בספטמבר 
דריל סטרוברי,דאריל יוג'ין סטרוברי (נולד 12 מרס 1962 ) הואשחק בקבוצה האמריקנית מייג'ור ליג בייסבול לשעבר. 
דריה Klishina,דריה Igorevna Klishina (רוסית : Дарья Игоревна Клишина 
דריל הול,דריל הול (נולד 11 אוקטובר 1946 ) הוארוק אמריקאי 
דריל שטירמר,דריל מארק טירמר (נולד 27 נובמבר 1952 ) הואמוסיקאי אמריקאי שמנגן בגיטרהובס בראשית בהופעות חיות
דאש שלג,דשיאל \ דאש \ שלג ( 27 יולי 1981 - 13 יולי 2009) היהאמן אמריקאי 
DAV Pilkey,דוד \ Dav \ Pilkey (נולד ב 4 מרס 1966 ) 
דייב Abbruzzese,דייויד ג'יימס Abbruzzese (נולד 17 מאי 1968 ) הואמוסיקאי אמריקאי שהיהמתופף של להקת הרוק האמריקנית פרל ג'אם 1991-1994 . הוא החליף את המתופף מאט צ'מברליין ב -1991 
דייב אלווין,דייב אלווין (נולד 11 נובמבר 1955 
דייב Andreychuk,דוד ג'ון Andreychuk (נולד 29 ספטמבר 1963 ) הואהוקי אוקראיני קנדי לשעבר מקצועי קרח עזב את קיצוני ששיחק ב-NHL עםסברס באפלו
דייב בארי, 
דייב קרפנטר,דייב קרפנטר ( 4 נובמבר 1959 - 24 יוני 2008) היהנגן בס אמריקאי. 
דייב שאפל,דוד Khari ובר \דייב\ שאפל הואקומיקאי אמריקאי 
דייב נוצרי,לשימושים אחרים רואים את דוד נוצרי (פירושונים) דייב נולד נוצרי ( 1959/05/12 ) 12 מאי 1959 ( גיל 54 ) Warroad 
דייב Eichelberger,מרטין דייויס Eichelberger ג'וניור ( נולד ב -3 בספטמבר 1943) הואשחקן גולף מקצועי אמריקאי שזכה במספר טורנירים בשניPGA Tourוברמות סיור אלופות . 
דייב פליישר,דוד \דייב\ פליישר ( 14 יולי 1894 - 25 יוני 1979 ) היההבמאי אמריקאי סרט אנימציה ומפיק סרט
דייב Gahan,דוד Gahan הואהזמרת אנגלית
דייב גרוהל,דוד אריק \דייב\ גרוהל (נולד 14 ינואר 1969 ) הואמוסיקאי רוק אמריקאי 
דייב היל,דוד ג'ון היל ( נולד ב -4 באפריל 1946) הואמוסיקאי אנגלי 
דייב Keon,דוד מיכאל Keon (נולד 22 מרס 1940 ) הנו מרכז מקצועי קנדי בדימוס הוקי קרח. 
דייב Kilminster,דוד Kilminster ( נולד ב -25 ינואר 1962
דייב למברט (מוסיקאי אנגלית),דייב למברט הואהזמרת אנגלית ומוסיקאי
דייב מייסון,דוד תומאס \דייב\ מייסון (נולד 10 מאי 1946 ) הוא זמרת וכותבת שירים באנגלית 
דייב Meros,דייב Meros (נולד ב 8 פבואר 1956בסלינס 
דייב ציית,דיוויד רוס \דייב\ ציית היאנציג ארה\ב לשעברלמחוז של ויסקונסין 7 בקונגרס 
דייב פג,דייב פג ( נולד ב 2 בנובמבר 1947) הואמפיק רב נגן ולהקליט באנגלית 
דייב שפיץ, 
דייב Stieb,דוד אנדרו Stieb הואמגיש לשעבר מייג'ור ליג בייסבול ימני מתחיללטורונטו בלו ג'ייס . 
דייב Swarbrick,דייב Swarbrick ( נולד ב -5 באפריל 1941) הואמוסיקאי פולק אנגלית וזמרת . 
דייב טיילור ( הוקי קרח),דוד אנדרו \דייב\ טיילור (נולדה ב 4 דצמבר 1955 ) היאשחקן הוקי קרח מקצועי בדימוס ששיחקבליגה הלאומית להוקי (NHL ) עםמלכי לוס אנג'לס 1977-94 . 
דייב תומפסון ( קומיקאי ), 
דייב Waterbury,דייב Waterbury הואמפיק אמריקאי מוסיקה
דייב וויינר,דייב וויינר הואמפתח תוכנה אמריקאי
דייב Wolverton,דייב Wolverton ( נולד ב -1957) הואסופר מדע בדיונישגם הולך תחת שם העט דוד Farlandליצירות הפנטסיה שלו . 
דוד \ Honeyboy \ אדוארדס,דוד \ Honeyboy \ אדוארדס ( 28 יוני 1915 - 29 אוגוסט 2011) היהגיטריסט בלוז דלתאוהזמרמדרום אמריקה.
דוד א אדלר,דוד אברהם אדלר (נולד 10 אפריל 1947 ) הואסופר אמריקאי של כמעט 200 ספרים לילדים ולמבוגרים צעירים
דוד אדמס ריצ'רדס, 
דיוויד אלן ברוקס,דיוויד אלן ברוקס (נולד ב 9 ינואר 1947 ) הוא שחקן אמריקאי 
דוד אנתוני דורהם, 
דוד Arellano,דוד אלפונסו Arellano מורגה היהכדורגלן צ'יליאני. 
דיוויד ארקט,דיוויד ארקט (נולד ב 8 ספטמבר 1971 ) הוא שחקן אמריקאי 
דוד בנואה (מוסיקאי),דוד בנואה (אוגוסט נולד 18 1953) היאהיתוך ג'אז אמריקאי / פסנתרן ג'אז חלק
דוד Blunkett,דוד Blunkett (נולד ב 6 יוני 1947 ) הוא פוליטיקאי בריטי מפלגת הלייבורוחבר פרלמנט (MP)לשפילד Brightsideוהילסבורו 
דוד Boadella,דוד Boadella (נולד ב 6 יולי 1931 ) הוא פסיכותרפיסטית בריטית ומייסדשיטה של פסיכותרפיה גוף הנקראת ביוסינתזה 
דוד בוהם,דוד יוסף בוהם FRS ( 20 דצמבר 1917 - 27 אוקטובר 1992 ) היהפיזיקאי תיאורטי אמריקאי שתרם רעיונות חדשנייםולא שיגרתילתורת קוונטים
דייוויד בוריאנז,דייוויד בוריאנז הוא שחקן אמריקאי 
דוד בוטשטיין, 
דוד Breakenridge קראו, 
דוד ברוסטר,סר דייוויד ברוסטר ( 11 דצמבר 1781 - 10 פברואר 1868) היהמנהל פיזיקאי
דוד ברין,גלן דוד ברין 
דוד ברומברג,דוד ברומברג (נולד 19 ספטמבר 1945 ) הוארב נגן אמריקאי
דוד קולדוול ( בטיחות ),דוד אלכסנדר קולדוול (נולד 19 מאי 1987במונטקלייר
דוד קאס,דוד קאס ( 19 ינואר 1937 - 15 אפריל 2008) היהפרופסור לכלכלהבאוניברסיטת פנסילבניה 
דוד Chokachi,דוד Chokachi (נולד דוד אל Chokhachy יום 16 בינואר 1968 בפלימות'
דוד קוב,דוד קית קוב (נולד 24 דצמבר 1962 ) הואפעיל אמריקאי. 
דוד Crighton,דוד ג'ורג' Crighton FRS היה מתמטיקאיופיזיקאי בריטי .
דוד ד 'אור,דוד ד 'אור הואהזמר ישראלי 
דוד ד ' קלארק,דוד דנה \דייב\ קלארק (נולד ב 7 אפריל 1944 ) הואמדען מחשב אמריקאי. 
דוד ד ' שטרן, 
דוד DeCoteau,דוד DeCoteau (נולד ב 5 ינואר 1962 
דוד דיקסון פורטר, 
דוד דאגלס דאנקן,דוד דאגלס דאנקן (נולד 23 ינואר 1916 ) הואצלם עיתונות אמריקניתובין הצלמים המשפיעים ביותר של המאה 20th . 
דוד דאדלי שדה השני,דוד דאדלי שדה השני (13 בפברואר 1805 - 13 אפריל 1894 ) היהעורך דין אמריקאיורפורמטור החוקשתרם תרומה גדולה להתפתחות של הליך האזרחי האמריקאי. 
דוד דוכס,דוד ארנסט הדוכס (נולד ב 1 יולי 1950 ) הואפעיל וסופר
דוד דאן,דוד ג'ון איאן דאן הואכדורגלן אנגלי שמשחקכקשר התקפילמועדון אליפות הפוטבול ליג בלקבורן רוברס .
דוד Eagleman,דוד Eagleman ( נולד באפריל 1971) הואנוירולוג וסופרביילור לרפואה 
